Name,Artist,year
It's My Life,No Doubt,2003.0
Sorry 2004,Ruben Studdard,2003.0
I Miss You,Blink,2004.0
8th World Wonder,Kimberley Locke,2004.0
Meant To Live,Switchfoot,2003.0
Sweet Southern Comfort,Buddy Jewell,2003.0
Cold Hard Bitch,Jet,2004.0
Move Ya Body,Nina Sky,2004.0
Rubber Band Man,T.I.,2003.0
Slow Motion,Juvenile,2004.0
Lying From You,Linkin Park,2003.0
That's What She Gets For Loving Me,"Brooks, Dunn",2004.0
whoknows,Musiq,2004.0
Culo,Pitbull,2004.0
I Want You,Janet Jackson,2004.0
Jesus Walks,Kanye West,2004.0
Good Little Girls,Blue County,2004.0
Megalomaniac,Incubus,2004.0
Leave,JoJo,2004.0
Loco,David Lee Murphy,2004.0
Last Train Home,Lostprophets,2004.0
It Only Hurts When I'm Breathing,Shania Twain,2004.0
Come Clean,Hilary Duff,2003.0
You Raise Me Up,Josh Groban,2003.0
Love's Divine,Seal,2003.0
Perfect,Sara Evans,2003.0
Dip It Low,Christina Milian,2004.0
Figured You Out,Nickelback,2003.0
Tear It Up,Yung Wun,2004.0
I Can't Wait,Sleepy Brown,2004.0
Maps,Yeah Yeah Yeahs,2003.0
Got It Twisted,Mobb Deep,2004.0
Behind Blue Eyes,Limp Bizkit,2003.0
Just For You,Lionel Richie,2004.0
99 Problems,JAY,2003.0
Falls On Me,Fuel,2003.0
What's It Like,Jagged Edge,2003.0
Bounce,Sarah Connor,2003.0
Yeah!,Usher,2004.0
Burn,Usher,2004.0
Tipsy,J,2004.0
Naughty Girl,Beyonce,2004.0
This Love,Maroon 5,2002.0
If I Ain't Got You,Alicia Keys,2004.0
My Band,D12,2004.0
All Falls Down,Kanye West,2004.0
Dirt Off Your Shoulder,JAY,2003.0
Freek,A,2012.0
Overnight Celebrity,Twista,2004.0
The Reason,Hoobastank,2003.0
My Immortal,Evanescence,2003.0
Game Over,Lil' Flip,2004.0
Toxic,Britney Spears,2004.0
I'm Still In Love With You,Sean Paul,2004.0
Hotel,Cassidy,2003.0
The Way You Move,OutKast,2003.0
Splash Waterfalls,Ludacris,2003.0
The First Cut Is The Deepest,Sheryl Crow,2003.0
With You,Jessica Simpson,2003.0
Someday,Nickelback,2003.0
Take My Breath Away,Jessica Simpson,2004.0
When The Sun Goes Down,"Kenny Chesney, Uncle Kracker",2004.0
Wanna Get To Know You,G,2003.0
You'll Think Of Me,Keith Urban,2004.0
Numb,Linkin Park,2003.0
White Flag,Dido,2003.0
Here Without You,3 Doors Down,2002.0
Mayberry,Rascal Flatts,2002.0
Are You Gonna Be My Girl,Jet,2003.0
Hey Ya!,OutKast,2003.0
100 Years,Five For Fighting,2003.0
Letters From Home,John Michael Montgomery,2004.0
Happy People,R. Kelly,2004.0
Don't Take Your Love Away,Avant,2003.0
Sorry 2004,Ruben Studdard,2003.0
Salt Shaker,Ying Yang Twins,2003.0
Redneck Woman,Gretchen Wilson,2004.0
Sweet Southern Comfort,Buddy Jewell,2003.0
It's My Life,No Doubt,2003.0
Paint Me A Birmingham,Tracy Lawrence,2003.0
Slow Jamz,Twista,2003.0
Roses,OutKast,2003.0
Hey Mama,The Black Eyed Peas,2004.0
Confessions Part II,Usher,2004.0
I Miss You,Blink,2004.0
Don't Tell Me,Avril Lavigne,2004.0
Rubber Band Man,T.I.,2003.0
8th World Wonder,Kimberley Locke,2004.0
Cold Hard Bitch,Jet,2004.0
I Want You,Janet Jackson,2004.0
That's What She Gets For Loving Me,"Brooks, Dunn",2004.0
Meant To Live,Switchfoot,2003.0
Good Little Girls,Blue County,2004.0
Lying From You,Linkin Park,2003.0
Come Clean,Hilary Duff,2003.0
Perfect,Sara Evans,2003.0
whoknows,Musiq,2004.0
Slow Motion,Juvenile,2004.0
Megalomaniac,Incubus,2004.0
Love Song,311,2004.0
Move Ya Body,Nina Sky,2004.0
You Raise Me Up,Josh Groban,2003.0
Last Train Home,Lostprophets,2004.0
Culo,Pitbull,2004.0
Love's Divine,Seal,2003.0
Figured You Out,Nickelback,2003.0
Leave,JoJo,2004.0
Little Moments,Brad Paisley,2003.0
Dip It Low,Christina Milian,2004.0
What's It Like,Jagged Edge,2003.0
Bounce,Sarah Connor,2003.0
Maps,Yeah Yeah Yeahs,2003.0
No Better Love,Young Gunz,2004.0
Falls On Me,Fuel,2003.0
I Am The Highway,Audioslave,2002.0
Tear It Up,Yung Wun,2004.0
In My Daughter's Eyes,Martina McBride,2003.0
Behind Blue Eyes,Limp Bizkit,2003.0
Got It Twisted,Mobb Deep,2004.0
Just For You,Lionel Richie,2004.0
I Love You This Much,Jimmy Wayne,2003.0
Yeah!,Usher,2004.0
Tipsy,J,2004.0
Burn,Usher,2004.0
This Love,Maroon 5,2002.0
Naughty Girl,Beyonce,2004.0
If I Ain't Got You,Alicia Keys,2004.0
Dirt Off Your Shoulder,JAY,2003.0
My Band,D12,2004.0
All Falls Down,Kanye West,2004.0
My Immortal,Evanescence,2003.0
Freek,A,2012.0
Toxic,Britney Spears,2004.0
Overnight Celebrity,Twista,2004.0
Hotel,Cassidy,2003.0
The Way You Move,OutKast,2003.0
I'm Still In Love With You,Sean Paul,2004.0
The Reason,Hoobastank,2003.0
Splash Waterfalls,Ludacris,2003.0
Game Over,Lil' Flip,2004.0
The First Cut Is The Deepest,Sheryl Crow,2003.0
Wanna Get To Know You,G,2003.0
With You,Jessica Simpson,2003.0
Someday,Nickelback,2003.0
White Flag,Dido,2003.0
Sorry 2004,Ruben Studdard,2003.0
Are You Gonna Be My Girl,Jet,2003.0
Numb,Linkin Park,2003.0
Take My Breath Away,Jessica Simpson,2004.0
You'll Think Of Me,Keith Urban,2004.0
Hey Ya!,OutKast,2003.0
Here Without You,3 Doors Down,2002.0
100 Years,Five For Fighting,2003.0
Mayberry,Rascal Flatts,2002.0
Slow Jamz,Twista,2003.0
Salt Shaker,Ying Yang Twins,2003.0
Letters From Home,John Michael Montgomery,2004.0
Sweet Southern Comfort,Buddy Jewell,2003.0
It's My Life,No Doubt,2003.0
Don't Take Your Love Away,Avant,2003.0
"Me, Myself And I",Beyonce,2003.0
Rubber Band Man,T.I.,2003.0
Redneck Woman,Gretchen Wilson,2004.0
Roses,OutKast,2003.0
Happy People,R. Kelly,2004.0
Paint Me A Birmingham,Tracy Lawrence,2003.0
I Miss You,Blink,2004.0
Remember When,Alan Jackson,2003.0
Come Clean,Hilary Duff,2003.0
Hey Mama,The Black Eyed Peas,2004.0
Don't Tell Me,Avril Lavigne,2004.0
Perfect,Sara Evans,2003.0
8th World Wonder,Kimberley Locke,2004.0
I Want You,Janet Jackson,2004.0
Cold Hard Bitch,Jet,2004.0
Good Little Girls,Blue County,2004.0
That's What She Gets For Loving Me,"Brooks, Dunn",2004.0
Meant To Live,Switchfoot,2003.0
Megalomaniac,Incubus,2004.0
I Can't Wait,Sleepy Brown,2004.0
Lying From You,Linkin Park,2003.0
Watch The Wind Blow By,Tim McGraw,2002.0
whoknows,Musiq,2004.0
Little Moments,Brad Paisley,2003.0
You Raise Me Up,Josh Groban,2003.0
Figured You Out,Nickelback,2003.0
Love's Divine,Seal,2003.0
No Better Love,Young Gunz,2004.0
Bounce,Sarah Connor,2003.0
Falls On Me,Fuel,2003.0
Culo,Pitbull,2004.0
I Am The Highway,Audioslave,2002.0
Leave,JoJo,2004.0
Dip It Low,Christina Milian,2004.0
Wild West Show,"Big, Rich",2014.0
Behind Blue Eyes,Limp Bizkit,2003.0
In My Daughter's Eyes,Martina McBride,2003.0
Maps,Yeah Yeah Yeahs,2003.0
Tear It Up,Yung Wun,2004.0
I Wanna Do It All,Terri Clark,2003.0
I Love You This Much,Jimmy Wayne,2003.0
Hot Mama,Trace Adkins,2003.0
Baby I Love U,Jennifer Lopez,2003.0
Got It Twisted,Mobb Deep,2004.0
Yeah!,Usher,2004.0
Tipsy,J,2004.0
Burn,Usher,2004.0
This Love,Maroon 5,2002.0
Dirt Off Your Shoulder,JAY,2003.0
My Immortal,Evanescence,2003.0
Naughty Girl,Beyonce,2004.0
Toxic,Britney Spears,2004.0
Splash Waterfalls,Ludacris,2003.0
Hotel,Cassidy,2003.0
If I Ain't Got You,Alicia Keys,2004.0
All Falls Down,Kanye West,2004.0
My Band,D12,2004.0
Freek,A,2012.0
The Way You Move,OutKast,2003.0
Overnight Celebrity,Twista,2004.0
I'm Still In Love With You,Sean Paul,2004.0
Wanna Get To Know You,G,2003.0
The First Cut Is The Deepest,Sheryl Crow,2003.0
With You,Jessica Simpson,2003.0
The Reason,Hoobastank,2003.0
Someday,Nickelback,2003.0
Game Over,Lil' Flip,2004.0
Numb,Linkin Park,2003.0
Sorry 2004,Ruben Studdard,2003.0
Slow Jamz,Twista,2003.0
Hey Ya!,OutKast,2003.0
White Flag,Dido,2003.0
Are You Gonna Be My Girl,Jet,2003.0
Here Without You,3 Doors Down,2002.0
Take My Breath Away,Jessica Simpson,2004.0
100 Years,Five For Fighting,2003.0
Salt Shaker,Ying Yang Twins,2003.0
You'll Think Of Me,Keith Urban,2004.0
It's My Life,No Doubt,2003.0
Rubber Band Man,T.I.,2003.0
"Me, Myself And I",Beyonce,2003.0
Mayberry,Rascal Flatts,2002.0
Sweet Southern Comfort,Buddy Jewell,2003.0
Letters From Home,John Michael Montgomery,2004.0
Come Clean,Hilary Duff,2003.0
Don't Take Your Love Away,Avant,2003.0
Through The Wire,Kanye West,2003.0
Perfect,Sara Evans,2003.0
Remember When,Alan Jackson,2003.0
I Miss You,Blink,2004.0
Roses,OutKast,2003.0
Paint Me A Birmingham,Tracy Lawrence,2003.0
Watch The Wind Blow By,Tim McGraw,2002.0
Don't Tell Me,Avril Lavigne,2004.0
Hey Mama,The Black Eyed Peas,2004.0
Redneck Woman,Gretchen Wilson,2004.0
I Can't Wait,Sleepy Brown,2004.0
8th World Wonder,Kimberley Locke,2004.0
I Want You,Janet Jackson,2004.0
Little Moments,Brad Paisley,2003.0
Good Little Girls,Blue County,2004.0
That's What She Gets For Loving Me,"Brooks, Dunn",2004.0
Cold Hard Bitch,Jet,2004.0
Megalomaniac,Incubus,2004.0
Meant To Live,Switchfoot,2003.0
Happy People,R. Kelly,2004.0
Lying From You,Linkin Park,2003.0
No Better Love,Young Gunz,2004.0
You Raise Me Up,Josh Groban,2003.0
Bounce,Sarah Connor,2003.0
Figured You Out,Nickelback,2003.0
Love's Divine,Seal,2003.0
Falls On Me,Fuel,2003.0
In My Daughter's Eyes,Martina McBride,2003.0
Wild West Show,"Big, Rich",2014.0
Behind Blue Eyes,Limp Bizkit,2003.0
I Love You This Much,Jimmy Wayne,2003.0
Baby I Love U,Jennifer Lopez,2003.0
I Am The Highway,Audioslave,2002.0
Hot Mama,Trace Adkins,2003.0
I Wanna Do It All,Terri Clark,2003.0
Leave,JoJo,2004.0
Neva Eva,Trillville,2003.0
Maps,Yeah Yeah Yeahs,2003.0
I'm Really Hot,Missy Elliott,2004.0
Got It Twisted,Mobb Deep,2004.0
Long Black Train,Josh Turner,2003.0
Yeah!,Usher,2004.0
Tipsy,J,2004.0
Dirt Off Your Shoulder,JAY,2003.0
This Love,Maroon 5,2002.0
My Immortal,Evanescence,2003.0
Hotel,Cassidy,2003.0
Splash Waterfalls,Ludacris,2003.0
Burn,Usher,2004.0
Toxic,Britney Spears,2004.0
The Way You Move,OutKast,2003.0
If I Ain't Got You,Alicia Keys,2004.0
I'm Still In Love With You,Sean Paul,2004.0
Wanna Get To Know You,G,2003.0
Slow Jamz,Twista,2003.0
The First Cut Is The Deepest,Sheryl Crow,2003.0
All Falls Down,Kanye West,2004.0
Naughty Girl,Beyonce,2004.0
My Band,D12,2004.0
With You,Jessica Simpson,2003.0
Freek,A,2012.0
Sorry 2004,Ruben Studdard,2003.0
Numb,Linkin Park,2003.0
Someday,Nickelback,2003.0
Hey Ya!,OutKast,2003.0
Overnight Celebrity,Twista,2004.0
Game Over,Lil' Flip,2004.0
The Reason,Hoobastank,2003.0
Are You Gonna Be My Girl,Jet,2003.0
Here Without You,3 Doors Down,2002.0
When The Sun Goes Down,"Kenny Chesney, Uncle Kracker",2004.0
Rubber Band Man,T.I.,2003.0
100 Years,Five For Fighting,2003.0
White Flag,Dido,2003.0
Salt Shaker,Ying Yang Twins,2003.0
"Me, Myself And I",Beyonce,2003.0
You'll Think Of Me,Keith Urban,2004.0
It's My Life,No Doubt,2003.0
Through The Wire,Kanye West,2003.0
Come Clean,Hilary Duff,2003.0
Sweet Southern Comfort,Buddy Jewell,2003.0
Mayberry,Rascal Flatts,2002.0
Perfect,Sara Evans,2003.0
Take My Breath Away,Jessica Simpson,2004.0
Letters From Home,John Michael Montgomery,2004.0
Remember When,Alan Jackson,2003.0
Watch The Wind Blow By,Tim McGraw,2002.0
I Can't Wait,Sleepy Brown,2004.0
Don't Take Your Love Away,Avant,2003.0
Roses,OutKast,2003.0
I Miss You,Blink,2004.0
Bounce,Sarah Connor,2003.0
No Better Love,Young Gunz,2004.0
Little Moments,Brad Paisley,2003.0
Paint Me A Birmingham,Tracy Lawrence,2003.0
Megalomaniac,Incubus,2004.0
Don't Tell Me,Avril Lavigne,2004.0
8th World Wonder,Kimberley Locke,2004.0
Hey Mama,The Black Eyed Peas,2004.0
Cold Hard Bitch,Jet,2004.0
I Want You,Janet Jackson,2004.0
Meant To Live,Switchfoot,2003.0
Good Little Girls,Blue County,2004.0
That's What She Gets For Loving Me,"Brooks, Dunn",2004.0
Figured You Out,Nickelback,2003.0
Redneck Woman,Gretchen Wilson,2004.0
You Raise Me Up,Josh Groban,2003.0
Lying From You,Linkin Park,2003.0
Falls On Me,Fuel,2003.0
Happy People,R. Kelly,2004.0
Love's Divine,Seal,2003.0
In My Daughter's Eyes,Martina McBride,2003.0
Hot Mama,Trace Adkins,2003.0
Wild West Show,"Big, Rich",2014.0
Baby I Love U,Jennifer Lopez,2003.0
I Love You This Much,Jimmy Wayne,2003.0
Behind Blue Eyes,Limp Bizkit,2003.0
I Am The Highway,Audioslave,2002.0
I'm Really Hot,Missy Elliott,2004.0
Maps,Yeah Yeah Yeahs,2003.0
Long Black Train,Josh Turner,2003.0
Neva Eva,Trillville,2003.0
I Wanna Do It All,Terri Clark,2003.0
Leave,JoJo,2004.0
Yeah!,Usher,2004.0
Tipsy,J,2004.0
Hotel,Cassidy,2003.0
Dirt Off Your Shoulder,JAY,2003.0
Splash Waterfalls,Ludacris,2003.0
My Immortal,Evanescence,2003.0
This Love,Maroon 5,2002.0
Toxic,Britney Spears,2004.0
Slow Jamz,Twista,2003.0
The Way You Move,OutKast,2003.0
The First Cut Is The Deepest,Sheryl Crow,2003.0
Burn,Usher,2004.0
With You,Jessica Simpson,2003.0
Wanna Get To Know You,G,2003.0
Sorry 2004,Ruben Studdard,2003.0
Numb,Linkin Park,2003.0
I'm Still In Love With You,Sean Paul,2004.0
If I Ain't Got You,Alicia Keys,2004.0
Hey Ya!,OutKast,2003.0
Someday,Nickelback,2003.0
Salt Shaker,Ying Yang Twins,2003.0
Freek,A,2012.0
My Band,D12,2004.0
"Me, Myself And I",Beyonce,2003.0
Here Without You,3 Doors Down,2002.0
Rubber Band Man,T.I.,2003.0
All Falls Down,Kanye West,2004.0
Are You Gonna Be My Girl,Jet,2003.0
White Flag,Dido,2003.0
Naughty Girl,Beyonce,2004.0
When The Sun Goes Down,"Kenny Chesney, Uncle Kracker",2004.0
100 Years,Five For Fighting,2003.0
Come Clean,Hilary Duff,2003.0
Through The Wire,Kanye West,2003.0
It's My Life,No Doubt,2003.0
Game Over,Lil' Flip,2004.0
Overnight Celebrity,Twista,2004.0
You'll Think Of Me,Keith Urban,2004.0
The Reason,Hoobastank,2003.0
Sweet Southern Comfort,Buddy Jewell,2003.0
Perfect,Sara Evans,2003.0
Remember When,Alan Jackson,2003.0
Mayberry,Rascal Flatts,2002.0
No Better Love,Young Gunz,2004.0
Suga Suga,Baby Bash,2003.0
Little Moments,Brad Paisley,2003.0
I Can't Wait,Sleepy Brown,2004.0
Watch The Wind Blow By,Tim McGraw,2002.0
Bounce,Sarah Connor,2003.0
Letters From Home,John Michael Montgomery,2004.0
Roses,OutKast,2003.0
Don't Take Your Love Away,Avant,2003.0
Take My Breath Away,Jessica Simpson,2004.0
Megalomaniac,Incubus,2004.0
I Miss You,Blink,2004.0
In My Daughter's Eyes,Martina McBride,2003.0
Don't Tell Me,Avril Lavigne,2004.0
Falls On Me,Fuel,2003.0
Paint Me A Birmingham,Tracy Lawrence,2003.0
Hot Mama,Trace Adkins,2003.0
Everything About You,Three Days Grace,2003.0
Figured You Out,Nickelback,2003.0
Baby I Love U,Jennifer Lopez,2003.0
You Raise Me Up,Josh Groban,2003.0
I Want You,Janet Jackson,2004.0
Meant To Live,Switchfoot,2003.0
Cold Hard Bitch,Jet,2004.0
Good Little Girls,Blue County,2004.0
8th World Wonder,Kimberley Locke,2004.0
Love's Divine,Seal,2003.0
I Am The Highway,Audioslave,2002.0
I'm Really Hot,Missy Elliott,2004.0
Behind Blue Eyes,Limp Bizkit,2003.0
Wild West Show,"Big, Rich",2014.0
Long Black Train,Josh Turner,2003.0
Neva Eva,Trillville,2003.0
I Wanna Do It All,Terri Clark,2003.0
Maps,Yeah Yeah Yeahs,2003.0
Work It,Nelly,2002.0
Gangsta Nation,Westside Connection,2003.0
Yeah!,Usher,2004.0
Tipsy,J,2004.0
Hotel,Cassidy,2003.0
Slow Jamz,Twista,2003.0
Splash Waterfalls,Ludacris,2003.0
Dirt Off Your Shoulder,JAY,2003.0
The Way You Move,OutKast,2003.0
Toxic,Britney Spears,2004.0
My Immortal,Evanescence,2003.0
This Love,Maroon 5,2002.0
Sorry 2004,Ruben Studdard,2003.0
The First Cut Is The Deepest,Sheryl Crow,2003.0
With You,Jessica Simpson,2003.0
Hey Ya!,OutKast,2003.0
Salt Shaker,Ying Yang Twins,2003.0
Numb,Linkin Park,2003.0
Wanna Get To Know You,G,2003.0
Someday,Nickelback,2003.0
I'm Still In Love With You,Sean Paul,2004.0
Burn,Usher,2004.0
White Flag,Dido,2003.0
Through The Wire,Kanye West,2003.0
Here Without You,3 Doors Down,2002.0
If I Ain't Got You,Alicia Keys,2004.0
Freek,A,2012.0
Rubber Band Man,T.I.,2003.0
It's My Life,No Doubt,2003.0
Are You Gonna Be My Girl,Jet,2003.0
When The Sun Goes Down,"Kenny Chesney, Uncle Kracker",2004.0
100 Years,Five For Fighting,2003.0
Come Clean,Hilary Duff,2003.0
My Band,D12,2004.0
Gigolo,Nick Cannon,2003.0
Read Your Mind,Avant,2003.0
I Can't Wait,Sleepy Brown,2004.0
Watch The Wind Blow By,Tim McGraw,2002.0
Little Moments,Brad Paisley,2003.0
You Don't Know My Name,Alicia Keys,2003.0
No Better Love,Young Gunz,2004.0
You'll Think Of Me,Keith Urban,2004.0
All Falls Down,Kanye West,2004.0
Remember When,Alan Jackson,2003.0
Perfect,Sara Evans,2003.0
Suga Suga,Baby Bash,2003.0
Unwell,matchbox twenty,2003.0
Game Over,Lil' Flip,2004.0
Sweet Southern Comfort,Buddy Jewell,2003.0
Mayberry,Rascal Flatts,2002.0
Falls On Me,Fuel,2003.0
In My Daughter's Eyes,Martina McBride,2003.0
Megalomaniac,Incubus,2004.0
The Reason,Hoobastank,2003.0
Bounce,Sarah Connor,2003.0
Hot Mama,Trace Adkins,2003.0
Overnight Celebrity,Twista,2004.0
Letters From Home,John Michael Montgomery,2004.0
Roses,OutKast,2003.0
I Miss You,Blink,2004.0
Don't Take Your Love Away,Avant,2003.0
Everything About You,Three Days Grace,2003.0
Naughty Girl,Beyonce,2004.0
Figured You Out,Nickelback,2003.0
I Love You This Much,Jimmy Wayne,2003.0
You Raise Me Up,Josh Groban,2003.0
I'm Really Hot,Missy Elliott,2004.0
Long Black Train,Josh Turner,2003.0
Behind Blue Eyes,Limp Bizkit,2003.0
8th World Wonder,Kimberley Locke,2004.0
I Am The Highway,Audioslave,2002.0
I Wanna Do It All,Terri Clark,2003.0
Neva Eva,Trillville,2003.0
Love's Divine,Seal,2003.0
Work It,Nelly,2002.0
Wild West Show,"Big, Rich",2014.0
Gangsta Nation,Westside Connection,2003.0
Just A Little While,Janet Jackson,2004.0
Maps,Yeah Yeah Yeahs,2003.0
Hit That,The Offspring,2003.0
Yeah!,Usher,2004.0
Slow Jamz,Twista,2003.0
Tipsy,J,2004.0
Hotel,Cassidy,2003.0
Splash Waterfalls,Ludacris,2003.0
The Way You Move,OutKast,2003.0
Dirt Off Your Shoulder,JAY,2003.0
My Immortal,Evanescence,2003.0
Toxic,Britney Spears,2004.0
Sorry 2004,Ruben Studdard,2003.0
Hey Ya!,OutKast,2003.0
"Me, Myself And I",Beyonce,2003.0
With You,Jessica Simpson,2003.0
The First Cut Is The Deepest,Sheryl Crow,2003.0
Salt Shaker,Ying Yang Twins,2003.0
This Love,Maroon 5,2002.0
Through The Wire,Kanye West,2003.0
Someday,Nickelback,2003.0
White Flag,Dido,2003.0
Here Without You,3 Doors Down,2002.0
Wanna Get To Know You,G,2003.0
It's My Life,No Doubt,2003.0
I'm Still In Love With You,Sean Paul,2004.0
If I Ain't Got You,Alicia Keys,2004.0
Gigolo,Nick Cannon,2003.0
Rubber Band Man,T.I.,2003.0
You Don't Know My Name,Alicia Keys,2003.0
Burn,Usher,2004.0
Freek,A,2012.0
Watch The Wind Blow By,Tim McGraw,2002.0
No Better Love,Young Gunz,2004.0
Little Moments,Brad Paisley,2003.0
Suga Suga,Baby Bash,2003.0
Read Your Mind,Avant,2003.0
Remember When,Alan Jackson,2003.0
Come Clean,Hilary Duff,2003.0
I Can't Wait,Sleepy Brown,2004.0
When The Sun Goes Down,"Kenny Chesney, Uncle Kracker",2004.0
Are You Gonna Be My Girl,Jet,2003.0
100 Years,Five For Fighting,2003.0
In My Daughter's Eyes,Martina McBride,2003.0
You'll Think Of Me,Keith Urban,2004.0
Unwell,matchbox twenty,2003.0
Perfect,Sara Evans,2003.0
Hot Mama,Trace Adkins,2003.0
Falls On Me,Fuel,2003.0
I Love You This Much,Jimmy Wayne,2003.0
Sweet Southern Comfort,Buddy Jewell,2003.0
Mayberry,Rascal Flatts,2002.0
Megalomaniac,Incubus,2004.0
Game Over,Lil' Flip,2004.0
Bounce,Sarah Connor,2003.0
I'm Really Hot,Missy Elliott,2004.0
All Falls Down,Kanye West,2004.0
There Goes My Life,Kenny Chesney,2003.0
The Reason,Hoobastank,2003.0
Don't Take Your Love Away,Avant,2003.0
Roses,OutKast,2003.0
Figured You Out,Nickelback,2003.0
Letters From Home,John Michael Montgomery,2004.0
Everything About You,Three Days Grace,2003.0
I Miss You,Blink,2004.0
My Band,D12,2004.0
Long Black Train,Josh Turner,2003.0
You Raise Me Up,Josh Groban,2003.0
I Wanna Do It All,Terri Clark,2003.0
Behind Blue Eyes,Limp Bizkit,2003.0
Just A Little While,Janet Jackson,2004.0
I Am The Highway,Audioslave,2002.0
Work It,Nelly,2002.0
Gangsta Nation,Westside Connection,2003.0
Neva Eva,Trillville,2003.0
You Can't Take The Honky Tonk Out Of The Girl,"Brooks, Dunn",2003.0
Love's Divine,Seal,2003.0
Wild West Show,"Big, Rich",2014.0
Hit That,The Offspring,2003.0
Maps,Yeah Yeah Yeahs,2003.0
Yeah!,Usher,2004.0
Slow Jamz,Twista,2003.0
The Way You Move,OutKast,2003.0
Tipsy,J,2004.0
"Me, Myself And I",Beyonce,2003.0
Splash Waterfalls,Ludacris,2003.0
Sorry 2004,Ruben Studdard,2003.0
Hey Ya!,OutKast,2003.0
Toxic,Britney Spears,2004.0
Dirt Off Your Shoulder,JAY,2003.0
My Immortal,Evanescence,2003.0
Numb,Linkin Park,2003.0
Through The Wire,Kanye West,2003.0
With You,Jessica Simpson,2003.0
Salt Shaker,Ying Yang Twins,2003.0
Someday,Nickelback,2003.0
The First Cut Is The Deepest,Sheryl Crow,2003.0
Here Without You,3 Doors Down,2002.0
It's My Life,No Doubt,2003.0
White Flag,Dido,2003.0
This Love,Maroon 5,2002.0
You Don't Know My Name,Alicia Keys,2003.0
Gigolo,Nick Cannon,2003.0
Wanna Get To Know You,G,2003.0
Suga Suga,Baby Bash,2003.0
I'm Still In Love With You,Sean Paul,2004.0
Read Your Mind,Avant,2003.0
Rubber Band Man,T.I.,2003.0
Watch The Wind Blow By,Tim McGraw,2002.0
Remember When,Alan Jackson,2003.0
Little Moments,Brad Paisley,2003.0
If I Ain't Got You,Alicia Keys,2004.0
No Better Love,Young Gunz,2004.0
Freek,A,2012.0
Come Clean,Hilary Duff,2003.0
In My Daughter's Eyes,Martina McBride,2003.0
I Can't Wait,Sleepy Brown,2004.0
Stand Up,Ludacris,2003.0
Unwell,matchbox twenty,2003.0
100 Years,Five For Fighting,2003.0
Are You Gonna Be My Girl,Jet,2003.0
When The Sun Goes Down,"Kenny Chesney, Uncle Kracker",2004.0
Fallen,Sarah McLachlan,2003.0
Damn!,YoungBloodZ,2003.0
Hot Mama,Trace Adkins,2003.0
Perfect,Sara Evans,2003.0
You'll Think Of Me,Keith Urban,2004.0
I Love You This Much,Jimmy Wayne,2003.0
Falls On Me,Fuel,2003.0
Megalomaniac,Incubus,2004.0
Just A Little While,Janet Jackson,2004.0
I'm Really Hot,Missy Elliott,2004.0
Bounce,Sarah Connor,2003.0
There Goes My Life,Kenny Chesney,2003.0
I Wanna Do It All,Terri Clark,2003.0
Mayberry,Rascal Flatts,2002.0
Sweet Southern Comfort,Buddy Jewell,2003.0
Burn,Usher,2004.0
Figured You Out,Nickelback,2003.0
Game Over,Lil' Flip,2004.0
Work It,Nelly,2002.0
Perfect,Simple Plan,2003.0
Everything About You,Three Days Grace,2003.0
Behind Blue Eyes,Limp Bizkit,2003.0
Long Black Train,Josh Turner,2003.0
Don't Take Your Love Away,Avant,2003.0
All Falls Down,Kanye West,2004.0
I Am The Highway,Audioslave,2002.0
Gangsta Nation,Westside Connection,2003.0
Neva Eva,Trillville,2003.0
Roses,OutKast,2003.0
You Can't Take The Honky Tonk Out Of The Girl,"Brooks, Dunn",2003.0
Love's Divine,Seal,2003.0
Hit That,The Offspring,2003.0
Wild West Show,"Big, Rich",2014.0
Hold On,Good Charlotte,2003.0
The Voice Within,Christina Aguilera,2003.0
Maps,Yeah Yeah Yeahs,2003.0
Change Clothes,JAY,2003.0
Yeah!,Usher,2004.0
Slow Jamz,Twista,2003.0
The Way You Move,OutKast,2003.0
"Me, Myself And I",Beyonce,2003.0
Hey Ya!,OutKast,2003.0
Hotel,Cassidy,2003.0
Tipsy,J,2004.0
Splash Waterfalls,Ludacris,2003.0
Sorry 2004,Ruben Studdard,2003.0
Numb,Linkin Park,2003.0
Salt Shaker,Ying Yang Twins,2003.0
Someday,Nickelback,2003.0
Toxic,Britney Spears,2004.0
Through The Wire,Kanye West,2003.0
With You,Jessica Simpson,2003.0
My Immortal,Evanescence,2003.0
Dirt Off Your Shoulder,JAY,2003.0
The First Cut Is The Deepest,Sheryl Crow,2003.0
Here Without You,3 Doors Down,2002.0
You Don't Know My Name,Alicia Keys,2003.0
It's My Life,No Doubt,2003.0
White Flag,Dido,2003.0
Gigolo,Nick Cannon,2003.0
Read Your Mind,Avant,2003.0
This Love,Maroon 5,2002.0
Suga Suga,Baby Bash,2003.0
Remember When,Alan Jackson,2003.0
Wanna Get To Know You,G,2003.0
Watch The Wind Blow By,Tim McGraw,2002.0
Stand Up,Ludacris,2003.0
Little Moments,Brad Paisley,2003.0
I'm Still In Love With You,Sean Paul,2004.0
In My Daughter's Eyes,Martina McBride,2003.0
Rubber Band Man,T.I.,2003.0
Walked Outta Heaven,Jagged Edge,2003.0
Unwell,matchbox twenty,2003.0
I Can't Wait,Sleepy Brown,2004.0
I Wanna Do It All,Terri Clark,2003.0
Just A Little While,Janet Jackson,2004.0
